inspection_id,worker_id,inspector_id,lane_id,vendor_id,maintenance_due_date,submission_time,status,gps_distance_worker_to_lane,gps_distance_inspector_to_lane,gps_distance_to_asset,parts_reported,inventory_withdrawal,parts_inventory_diff,photo_hash,photo_similarity_score,num_photos_submitted,edit_count,time_since_last_edit,backdated_flag,time_to_submit,time_between_inspections,hour_of_day,day_of_week,device_id,ip_address,app_version,session_duration,session_count,implied_velocity,validation_bypasses,consensus_score,inspector_vendor_edge_weight,inspector_centrality,anomaly_flag,anomaly_type,flags_list,repeated_pair_flag,photo_reuse_flag,detected_flags,detected_anomaly_flag
18067,102,12,44,4,2025-03-29 15:18:40,2025-03-30 01:38:47,completed,22.61525158914724,22.450626104231496,1.6146063906215335,0,-1,1,840d98a6,0.0493873537870471,2,1,370,0,3321,4652,1,6,device_44,203.212.164.3,v2.0,7016,9,15.9,0,0.621,7,0.485,0,normal,['parts_mismatch'],,,parts_mismatch,1
5916,125,14,71,19,2024-11-17 09:49:23,2024-11-16 21:28:51,completed,23.930687381218466,8.613481434820468,4.05453915987329,0,-1,1,b0331fa2,0.1582606671584549,1,1,304,0,566,5275,21,5,device_166,177.25.203.119,v2.3,1277,4,26.23,0,0.95,9,0.241,0,normal,['parts_mismatch'],,,parts_mismatch,1
18171,75,26,107,26,2025-07-31 16:35:06,2025-08-02 12:57:14,completed,33.492576467414736,5.842377173587587,18.828948594829196,2,1,1,da250bd3,0.0646131146418203,1,1,1574,0,244,2113,12,5,device_154,20.38.107.160,v2.3,2618,9,4.27,1,0.622,10,0.366,0,normal,['parts_mismatch'],,,parts_mismatch,1
12155,119,45,298,28,2024-05-15 09:56:59,2024-05-13 12:22:52,completed,12.2240004177626,21.859211280593374,15.68442936983785,5,4,1,f96f5dc7,0.0987065196856811,3,1,1264,0,960,933,12,0,device_146,80.222.40.176,v1.5,5790,5,21.27,0,0.755,17,0.269,0,normal,['parts_mismatch'],,,parts_mismatch,1
13515,11,46,280,12,2024-08-13 04:19:50,2024-08-14 11:25:17,completed,25.286486024389774,34.06843897652019,18.025967207672544,1,0,1,fdb6f49b,0.0974576342130759,3,0,0,0,1423,6902,11,2,device_98,185.164.68.195,v3.3,3995,8,15.16,0,0.516,10,0.248,0,normal,['parts_mismatch'],,,parts_mismatch,1
9443,195,7,140,8,2025-05-23 02:16:26,2025-05-21 12:34:53,completed,10.8953052008472,16.700958990767894,1.017165350885186,0,-1,1,1e934ac9,0.2144090379564702,1,0,0,0,1884,2178,12,2,device_107,209.237.184.155,v3.6,6804,4,0.0,0,0.912,3,0.309,0,normal,['parts_mismatch'],,,parts_mismatch,1
2256,153,44,6,4,2024-12-03 17:58:06,2024-12-01 23:36:34,completed,18.195320872759567,23.008315163185543,16.13401194936373,0,-1,1,e3c1099a,0.1363233254119393,1,0,0,0,2536,7064,23,6,device_198,241.41.178.94,v3.5,4676,4,22.18,0,0.904,6,0.03,0,normal,['parts_mismatch'],,,parts_mismatch,1
5082,97,11,252,12,2024-08-16 18:31:01,2024-08-16 05:04:37,completed,21.05549048248672,10.876739524865233,3.127694223718832,1,0,1,fc9d2e65,0.1751444871434446,1,0,0,0,2337,7200,5,4,device_93,149.127.123.176,v2.2,3230,2,12.3,0,0.673,9,0.33,0,normal,['parts_mismatch'],,,parts_mismatch,1
6291,190,37,180,28,2024-04-28 17:25:26,2024-04-29 16:48:43,pending,16.574702337389922,5.556012190013966,4.439787348833028,0,0,0,2273d086,0.0800016149646235,3,0,0,0,2659,175,16,0,device_27,48.93.160.38,v2.1,1818,7,14.09,0,0.885,3,0.575,0,normal,['overdue'],,,overdue,1
5928,5,24,66,22,2025-03-22 01:01:27,2025-03-23 02:14:24,completed,36.09257639099657,16.779904698130405,10.872821324784546,3,3,0,c25eb520,0.0438508447687282,1,0,0,0,959,2229,2,6,device_100,185.233.249.177,v1.4,5935,8,286.32960643669423,0,0.588,17,0.43,1,impossible_travel,['impossible_travel'],,,impossible_travel,1
7933,98,42,123,4,2024-03-11 18:28:06,2024-02-26 18:28:06,completed,21.52038053357677,14.962654526339485,15.176850105022702,1,0,1,c705dbb5,0.0674046690195446,2,8,2138,1,3439,6100,18,0,device_184,212.254.46.30,v1.1,1354,10,3.71,1,0.61,11,0.406,1,backdated,"['parts_mismatch', 'backdated']",,,parts_mismatch;backdated,1
5654,166,42,172,1,2025-01-21 15:12:37,2025-01-22 03:25:10,rejected,10.657387094476684,22.37416620832949,21.57826882282541,3,2,1,3e373c68,0.0646446253448472,1,1,580,0,1509,2702,3,2,device_103,97.86.14.4,v2.5,4153,9,15.26,0,0.854,6,0.629,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
15594,64,39,83,28,2024-07-10 08:50:54,2024-07-09 11:30:54,completed,30.80525254993732,2.072950577762297,8.715080596314795,2,1,1,5e8c0591,0.0901595945620966,1,0,0,0,1354,6776,11,1,device_136,229.66.26.205,v2.7,1221,3,0.0,0,0.837,3,0.273,0,normal,['parts_mismatch'],,,parts_mismatch,1
4319,129,49,197,18,2024-06-14 05:30:51,2024-06-30 05:30:51,pending,0.5634414558478227,13.65322183534402,12.95867448021365,0,0,0,d11a0c69,0.0069041192308034,3,0,0,0,1543,3484,5,6,device_63,87.154.98.200,v1.2,1000,7,13.08,1,0.471,19,0.253,1,overdue,['overdue'],,,overdue,1
6625,98,31,9,9,2024-02-06 02:48:15,2024-02-07 20:38:44,rejected,11.62342840676587,11.274032660848974,16.064286834557105,5,4,1,22885013,0.0514011722297541,1,0,0,0,1963,1396,20,2,device_46,152.124.174.45,v1.5,6680,10,22.08,0,0.576,1,0.197,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
4161,161,38,222,3,2025-04-19 09:25:03,2025-04-19 04:08:00,completed,18.793413254551275,12.936964273690087,12.812845274143198,0,-1,1,09014ce8,0.1020463110356152,1,0,0,0,1720,3750,4,5,device_155,116.57.71.188,v1.7,4720,6,12.28,0,0.649,1,0.201,0,normal,['parts_mismatch'],,,parts_mismatch,1
17337,79,16,179,18,2024-03-19 20:04:57,2024-03-21 02:34:07,completed,32.11137018760038,3.126161685669457,10.20903242919961,5,4,1,e521a4e4,0.0509727046368825,1,0,0,0,2025,2831,2,3,device_72,65.136.172.199,v3.0,3684,2,24.26,0,0.846,9,0.146,0,normal,['parts_mismatch'],,,parts_mismatch,1
427,67,12,28,3,2024-11-28 20:27:29,2024-11-29 07:16:04,completed,20.840943882501964,8.784232223544297,13.578441348866944,2,1,1,886dfdbb,0.0389731510021875,1,0,0,0,2883,3608,7,4,device_91,243.199.5.144,v3.3,657,10,19.79,0,0.916,11,0.28,0,normal,['parts_mismatch'],,,parts_mismatch,1
16825,57,38,182,26,2024-07-16 09:50:54,2024-07-17 06:55:13,completed,14.408388649327904,10.466238348523047,7.726114181804735,4,3,1,9e18bcec,0.0216002815467901,1,0,0,0,1118,4756,6,2,device_178,138.149.234.215,v1.1,6438,6,1.59,0,0.785,5,0.232,0,normal,['parts_mismatch'],,,parts_mismatch,1
14251,153,10,280,12,2025-02-10 19:22:34,2025-02-11 15:37:39,completed,12.139242842802714,16.805029553830078,4.3616434276380245,5,4,1,bfb284d4,0.1695835571795529,2,0,0,0,2377,4075,15,1,device_74,143.221.134.124,v1.1,2120,8,0.0,0,0.699,20,0.17,0,normal,['parts_mismatch'],,,parts_mismatch,1
18674,10,22,279,19,2024-04-17 01:52:12,2024-04-17 18:12:32,rejected,29.268371730711305,3.875464049976815,11.572449133711675,1,1,0,41d1bac1,0.0995917982513654,1,0,0,0,2772,695,18,2,device_171,139.45.128.37,v1.1,5112,3,13.24,0,0.688,9,0.339,0,normal,['overdue'],,,overdue,1
15151,67,45,121,24,2024-05-02 18:53:30,2024-05-01 11:58:12,pending,20.7062054980892,10.929257203128437,6.9395757820037245,3,2,1,1ef82e71,0.1157780351898378,1,0,0,0,1211,5366,11,2,device_71,22.104.162.36,v3.7,2817,9,11.9,0,0.707,17,0.255,0,normal,['parts_mismatch'],,,parts_mismatch,1
9661,106,46,100,5,2024-02-08 14:27:01,2024-02-09 21:25:11,pending,27.916944395511184,8.130144932142366,15.25725724225738,2,1,1,48906029,0.1722730054403919,2,2,1165,0,2119,2476,21,4,device_12,214.36.147.141,v2.9,5121,2,9.05,0,0.764,1,0.125,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
55,114,27,140,7,2025-08-09 09:09:36,2025-08-07 21:43:38,completed,24.296182191325855,13.66150149730489,9.62947302317224,2,1,1,70d46b92,0.0225977271586219,1,0,0,0,2484,478,21,3,device_2,62.154.108.197,v1.4,2391,6,10.29,0,0.628,16,0.468,0,normal,['parts_mismatch'],,,parts_mismatch,1
19538,72,15,114,7,2025-02-11 23:55:27,2025-02-10 20:14:45,pending,14.377100665015728,2.343675459488006,6.2392254396233895,0,-1,1,3f112fdc,0.176357483065802,2,0,0,0,2886,6452,20,0,device_13,249.138.127.205,v3.9,463,2,14.09,0,0.779,16,0.097,0,normal,['parts_mismatch'],,,parts_mismatch,1
3430,53,34,263,27,2025-01-27 00:47:54,2025-01-26 07:17:35,completed,16.272179288863708,22.791965221539243,7.359981480403761,4,3,1,a8a65075,0.075444471786171,2,0,0,0,1928,2664,7,6,device_68,186.39.59.20,v3.0,5061,9,1.9,0,0.729,14,0.456,0,normal,['parts_mismatch'],,,parts_mismatch,1
14375,133,26,163,9,2024-04-09 19:52:10,2024-04-07 22:26:20,completed,22.51625124648946,3.4065872860852817,5.689375642604972,4,3,1,f9114363,0.0266463899505595,2,2,1180,0,3357,5175,22,6,device_46,60.206.144.127,v3.7,5657,9,1.53,1,0.833,18,0.162,0,normal,['parts_mismatch'],,,parts_mismatch,1
11083,167,43,10,17,2024-12-30 20:39:39,2024-12-30 05:59:40,rejected,37.37599796809312,14.297715790011123,16.050097856139306,2,1,1,b92d269a,0.0900717399263172,1,0,0,0,2670,354,5,0,device_148,100.74.79.149,v3.9,5403,4,10.76,1,0.588,12,0.335,0,normal,['parts_mismatch'],,,parts_mismatch,1
9232,26,45,221,4,2024-01-10 13:43:43,2024-01-11 20:38:04,pending,19.80053026929681,3.394730493327712,1.1501729882539005,0,0,0,b1e89307,0.0977299963576356,1,0,0,0,284,5052,20,3,device_128,151.230.239.171,v3.3,4481,1,16.44,0,0.727,16,0.314,0,normal,['overdue'],,,overdue,1
665,141,37,280,10,2025-03-05 00:51:44,2025-03-05 04:31:08,pending,21.640159566406112,14.122550963585752,4.907022133830315,0,0,0,6f661baf,0.1006675035160873,1,0,0,0,1132,6101,4,2,device_14,45.35.48.243,v3.0,895,8,6.22,0,0.739,12,0.165,0,normal,['overdue'],,,overdue,1
16496,99,22,239,10,2024-04-03 07:53:04,2024-04-03 22:12:54,completed,22.55354743711074,9.57720196261371,8.034287654303984,2,1,1,845b5f4a,0.1282728905415694,1,0,0,0,189,3270,22,2,device_182,96.144.28.230,v1.6,945,2,11.19,0,0.708,12,0.378,0,normal,['parts_mismatch'],,,parts_mismatch,1
14923,157,46,218,3,2025-05-13 01:13:23,2025-05-13 05:24:09,rejected,6.27535167611336,3.4937338391024118,2.293923577402881,4,3,1,ceedc9b9,0.0865705179623472,2,0,0,0,781,3589,5,1,device_162,87.150.233.42,v3.6,5781,1,3.44,0,0.472,20,0.293,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
4848,59,8,203,26,2024-02-25 15:06:23,2024-02-26 04:09:44,pending,22.51515581196559,14.317305497961954,4.955534156962338,5,4,1,a0519296,0.0257858515474446,3,0,0,0,1386,4139,4,0,device_158,237.94.180.71,v1.2,3560,5,12.6,0,0.682,15,0.272,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
8426,69,9,245,3,2025-05-10 13:13:05,2025-05-08 18:22:22,completed,24.393740106962596,14.020207581340912,4.667633651555263,3,2,1,5e70d899,0.076110716685141,1,0,0,0,1718,6774,18,3,device_9,89.138.113.50,v2.3,4447,5,3.14,0,0.874,19,0.473,0,normal,['parts_mismatch'],,,parts_mismatch,1
7018,41,35,260,14,2025-08-12 06:25:18,2025-08-10 16:54:08,completed,31.42591321727525,4.414779829597871,4.344940975602031,1,0,1,fd0c1e49,0.0645303419098669,3,1,2803,0,1126,5789,16,6,device_80,235.114.192.11,v2.1,931,5,1.39,0,0.848,1,0.517,0,normal,['parts_mismatch'],,,parts_mismatch,1
7677,106,43,17,28,2024-02-19 01:08:24,2024-02-20 01:19:33,pending,21.843699381264205,27.71075827176621,13.956531384767342,1,1,0,c85e30a0,0.0396029601418652,1,0,0,0,2279,4348,1,1,device_70,116.195.205.75,v2.2,2725,8,29.22,0,0.48,7,0.182,0,normal,['overdue'],,,overdue,1
10019,72,11,154,1,2024-03-28 16:43:10,2024-03-28 20:38:59,completed,34.450082269737564,9.780892677176425,7.269541902131956,1,0,1,6b4138b9,0.1529542546099771,1,0,0,0,457,4575,20,3,device_101,121.62.23.101,v2.5,2482,5,10.58,0,0.308,3,0.485,0,normal,['parts_mismatch'],,,parts_mismatch,1
609,51,21,134,13,2024-04-02 13:26:46,2024-04-03 05:53:24,completed,26.97238046390313,9.219800459849136,1.0606686975959825,4,3,1,44c1ff3c,0.1815502817929207,1,0,0,0,467,6115,5,2,device_53,61.152.109.227,v3.4,2976,8,4.26,0,0.817,8,0.252,0,normal,['parts_mismatch'],,,parts_mismatch,1
4703,156,13,199,28,2024-03-29 23:14:35,2024-03-29 06:10:53,completed,26.76362632917717,12.819650371400474,14.370355605107363,0,-1,1,fbab12a9,0.0169265910126894,1,1,723,0,2195,5218,6,4,device_13,214.235.233.42,v1.2,714,3,28.45,0,0.438,16,0.375,0,normal,['parts_mismatch'],,,parts_mismatch,1
16109,34,9,136,27,2024-12-15 17:50:39,2024-12-17 10:12:50,pending,21.166967274802012,11.636473627342184,12.89117258005011,5,5,0,30165f98,0.0767187840204214,1,0,0,0,2742,5869,10,1,device_127,120.153.229.236,v3.2,2552,6,21.41,0,0.767,8,0.042,0,normal,['overdue'],,,overdue,1
18163,90,22,94,10,2025-03-21 08:10:50,2025-03-20 06:45:47,completed,4.625584509298296,6.792218249082125,10.484727488690035,5,4,1,48b82420,0.1376842545842947,2,0,0,0,1193,4820,6,3,device_186,25.59.253.29,v3.7,5043,4,4.51,2,0.674,11,0.255,0,normal,['parts_mismatch'],,,parts_mismatch,1
3048,8,28,177,23,2024-07-15 02:22:12,2024-07-13 09:14:42,completed,13.85228885855234,18.49249059752136,14.91473395222907,0,-1,1,ebefd707,0.071545264907027,1,0,0,0,552,4708,9,5,device_125,155.67.1.48,v1.2,1031,3,14.82,0,0.597,15,0.263,0,normal,['parts_mismatch'],,,parts_mismatch,1
2488,9,35,135,11,2024-11-04 09:25:52,2024-11-04 08:54:54,completed,13.434816732863878,8.601931552407265,14.925538441514306,2,1,1,312faee7,0.255344569616795,3,0,0,0,765,3485,8,0,device_86,22.249.184.86,v3.5,1613,8,18.58,0,0.928,16,0.086,0,normal,['parts_mismatch'],,,parts_mismatch,1
14612,80,5,252,7,2024-12-06 12:29:24,2024-12-07 14:07:24,completed,29.195895482128613,18.761888262953,9.891916700504796,2,1,1,3d9d199b,0.0575517662652564,2,0,0,0,3482,2106,14,5,device_25,85.224.20.50,v2.9,2875,3,13.55,0,0.634,18,0.589,0,normal,['parts_mismatch'],,,parts_mismatch,1
14440,180,45,156,28,2024-11-22 13:57:53,2024-11-23 15:09:17,pending,29.61279115080896,6.91111537502698,15.740369348732791,2,2,0,042323fd,0.1727869394484571,1,1,1108,0,1298,1587,15,5,device_70,104.101.183.155,v1.7,4093,7,16.16,0,0.96,6,0.278,0,normal,['overdue'],,,overdue,1
3980,99,22,291,24,2024-09-16 04:07:02,2024-09-17 20:56:36,completed,26.05432873738551,15.54839815233014,11.139009821121787,4,3,1,651653f9,0.0518452037211289,2,1,2807,0,3150,3597,20,1,device_132,202.190.230.69,v3.4,2780,3,9.04,0,0.827,6,0.097,0,normal,['parts_mismatch'],,,parts_mismatch,1
12386,137,3,128,4,2024-06-20 01:10:25,2024-06-20 06:05:50,completed,22.85571692607285,21.933523673575696,6.544163823324034,1,0,1,27687bcd,0.0224526186642039,1,0,0,0,2380,3277,6,3,device_174,150.246.105.218,v1.9,3739,2,8.27,2,0.922,5,0.643,0,normal,['parts_mismatch'],,,parts_mismatch,1
8587,67,26,24,25,2025-03-26 19:43:13,2025-03-26 05:40:14,pending,20.60323444809293,11.708168730070176,10.839924030739322,0,-1,1,e933b4ad,0.0536718315035751,2,0,0,0,1454,6774,5,2,device_161,224.84.128.108,v1.1,3121,5,11.9,0,0.634,13,0.341,0,normal,['parts_mismatch'],,,parts_mismatch,1
11214,128,1,221,19,2025-01-14 15:38:56,2025-01-16 03:17:19,completed,37.35615513395467,19.05169383673408,12.123233143584224,4,3,1,939874c9,0.0088110148939874,2,0,0,0,1706,4918,3,3,device_104,253.45.197.160,v1.8,3673,3,4.47,1,0.646,2,0.535,0,normal,['parts_mismatch'],,,parts_mismatch,1
2959,146,36,109,16,2024-11-28 07:59:12,2024-11-29 16:17:54,pending,25.74493808772752,10.36481984168156,4.127475250815514,1,0,1,5e457e0c,0.1174137169114433,2,2,663,0,1814,5440,16,4,device_107,207.230.226.55,v1.1,2167,3,22.6,0,0.776,11,0.434,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
14627,164,26,282,15,2025-07-28 22:39:50,2025-07-29 00:23:57,completed,24.17619931720238,3.9746498397451,2.910124544877231,4,3,1,78e7ac24,0.104341343869333,1,0,0,0,657,2768,0,1,device_140,76.23.117.188,v3.0,1338,4,8.55,0,0.909,6,0.303,0,normal,['parts_mismatch'],,,parts_mismatch,1
7898,145,22,252,19,2024-03-13 04:38:26,2024-03-12 19:01:42,completed,17.176014799219473,6.837286147286913,4.526715247171833,2,1,1,ba62f73c,0.100300157463388,1,0,0,0,1220,3930,19,1,device_163,44.96.47.199,v2.8,3982,7,8.96,0,0.819,16,0.308,0,normal,['parts_mismatch'],,,parts_mismatch,1
6877,30,11,192,13,2025-01-16 20:55:18,2025-01-14 22:43:12,completed,10.07515657198666,11.556107395610937,3.530352098042485,1,0,1,ffc1ae7d,0.1680450406820598,1,0,0,0,3334,300,22,1,device_53,228.2.13.27,v1.7,5008,4,8.23,0,0.567,3,0.407,0,normal,['parts_mismatch'],,,parts_mismatch,1
17967,13,50,91,1,2024-02-05 04:55:54,2024-02-04 03:29:25,completed,27.485927768758625,17.417463956961313,6.232977827835072,2,1,1,75ea8758,0.0156213283137535,1,0,0,0,1973,1821,3,6,device_126,127.200.245.122,v2.8,2008,1,8.88,0,0.56,4,0.56,0,normal,['parts_mismatch'],,,parts_mismatch,1
19617,55,31,296,17,2025-01-04 10:45:04,2025-01-04 00:16:18,completed,23.67207133705517,21.603019154189788,8.131173220888803,2,1,1,7d53bae6,0.2039569124880926,2,0,0,0,2731,2862,0,5,device_25,156.80.135.115,v3.2,3375,3,14.93,0,0.526,14,0.227,0,normal,['parts_mismatch'],,,parts_mismatch,1
14357,62,23,126,13,2024-12-17 08:15:25,2024-12-16 22:19:42,completed,10.451373820724047,19.27842450329268,13.740342565399438,5,4,1,9d94d27a,0.0594777475171885,1,0,0,0,3529,1375,22,0,device_60,127.154.255.86,v1.3,336,10,7.25,1,0.779,2,0.25,0,normal,['parts_mismatch'],,,parts_mismatch,1
16489,136,26,210,16,2024-10-23 05:10:49,2024-10-22 00:11:48,pending,8.718433437239263,27.21796798544673,12.579990615113532,5,4,1,be4e03bb,0.0371702173786073,2,0,0,0,1546,2566,0,1,device_172,177.41.220.240,v2.5,5445,9,13.26,0,0.802,6,0.327,0,normal,['parts_mismatch'],,,parts_mismatch,1
7794,20,44,106,8,2025-04-29 03:52:09,2025-04-28 14:03:17,completed,6.563589758693759,0.9261865498380022,9.14773885223642,4,3,1,0eadb2ae,0.2280727932184778,1,0,0,0,2925,4317,14,0,device_88,107.149.41.30,v2.4,3370,5,9.8,1,0.761,14,0.432,0,normal,['parts_mismatch'],,,parts_mismatch,1
752,189,15,293,15,2025-01-28 16:19:52,2025-01-29 08:15:57,pending,2.3091226796414333,13.307581972939818,8.773097728135486,4,4,0,59f0305d,0.0528341742858636,1,0,0,0,1745,3915,8,2,device_82,131.47.92.216,v1.6,4635,2,22.38,0,0.766,13,0.354,0,normal,['overdue'],,,overdue,1
3342,35,9,15,14,2024-05-16 11:44:09,2024-05-17 07:53:36,completed,25.748397511979125,11.772285433794243,6.002066900875452,1,0,1,75236487,0.1384830912372272,1,0,0,0,1518,3180,7,4,device_147,64.65.250.191,v2.3,6294,5,12.88,0,0.925,2,0.2,0,normal,['parts_mismatch'],,,parts_mismatch,1
12759,108,33,54,24,2024-09-13 18:10:49,2024-09-12 15:44:32,completed,30.205122221013365,18.37283561172974,14.206550628821452,4,3,1,8df49fd1,0.1976888730446898,1,0,0,0,54,6693,15,3,device_7,32.217.166.169,v2.8,4963,6,27.6,1,0.59,8,0.361,0,normal,['parts_mismatch'],,,parts_mismatch,1
15288,175,16,251,22,2024-10-30 11:54:10,2024-11-01 06:58:59,completed,6.955753809775517,18.1252354546291,9.077424553046828,2,1,1,3b861504,0.092602998601952,2,1,774,0,3558,5704,6,4,device_140,145.153.235.241,v2.4,1470,3,8.23,0,0.396,6,0.09,0,normal,['parts_mismatch'],,,parts_mismatch,1
10839,131,24,81,29,2025-06-30 17:36:19,2025-06-30 03:12:22,completed,12.879922198470153,12.897951366849457,15.155024815776445,1,0,1,5e50daf3,0.1193388297442328,3,0,0,0,2664,5193,3,0,device_146,254.105.127.253,v2.4,5076,3,24.77,0,0.848,6,0.134,0,normal,['parts_mismatch'],,,parts_mismatch,1
17256,115,35,83,11,2024-03-08 15:49:36,2024-03-07 23:00:20,completed,28.82245385917709,11.748234006931186,4.522191396273253,0,-1,1,271e2a09,0.135017055153628,3,0,0,0,394,451,23,3,device_67,218.176.37.87,v1.1,6961,1,2.75,0,0.696,3,0.219,0,normal,['parts_mismatch'],,,parts_mismatch,1
554,132,22,173,29,2024-05-24 17:14:43,2024-05-25 05:39:36,completed,12.481224744124924,24.29227325054536,6.364037358650499,3,2,1,fb1c560d,0.052475563687537,2,0,0,0,2156,2183,5,5,device_17,210.187.218.165,v1.8,1054,2,12.16,0,0.624,15,0.388,0,normal,['parts_mismatch'],,,parts_mismatch,1
5884,25,45,104,29,2024-07-24 12:57:29,2024-07-24 14:09:28,completed,20.44718201636704,21.568041530289168,0.9374858100240592,1,0,1,8729b09a,0.0928392605572869,2,1,1975,0,200,805,14,2,device_110,74.127.13.206,v1.0,6745,10,9.3,0,0.521,10,0.103,0,normal,['parts_mismatch'],,,parts_mismatch,1
15840,64,12,297,17,2024-11-17 16:08:43,2024-11-17 09:42:51,completed,17.808786325200423,19.57394814973211,4.414658873513577,0,-1,1,d03d8623,0.0378044497544229,2,0,0,0,498,2212,9,6,device_128,64.222.134.135,v1.2,1852,5,0.0,0,0.775,13,0.339,0,normal,['parts_mismatch'],,,parts_mismatch,1
11099,136,2,269,16,2024-03-06 21:46:13,2024-03-23 21:46:13,pending,19.89137805246599,10.988065176702184,6.999416783447652,4,4,0,603d4cc1,0.0997909421560854,1,4,1773,1,3367,4398,21,5,device_190,76.3.22.23,v3.0,1841,2,0.0,0,0.817,3,0.444,1,backdated;overdue,"['overdue', 'backdated']",,,overdue;backdated,1
577,176,28,261,17,2024-05-18 11:34:07,2024-05-18 13:11:48,pending,12.739427033627903,27.486888205444835,8.815135409397744,0,-1,1,236c11cf,0.0759703216914803,2,0,0,0,328,5879,13,5,device_53,136.105.7.12,v2.3,5667,2,8.51,1,0.86,1,0.136,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
7579,105,34,34,27,2024-03-29 16:36:03,2024-03-31 05:51:08,completed,27.247488006829496,21.371917526249604,2.2510042963937487,5,4,1,2f9bef5b,0.1076783868816968,2,0,0,0,598,4977,5,6,device_77,99.251.35.104,v2.5,3792,10,18.62,0,0.597,12,0.394,0,normal,['parts_mismatch'],,,parts_mismatch,1
8553,94,8,17,24,2024-01-06 07:39:29,2024-01-07 03:24:17,pending,19.04305316224228,14.692183680037394,10.885870347502305,0,0,0,a7be86f0,0.0280559439949774,3,0,0,0,3482,3210,3,6,device_47,188.139.83.109,v3.9,6932,5,0.07,0,0.52,5,0.206,0,normal,['overdue'],,,overdue,1
4853,145,42,250,1,2024-06-19 02:22:00,2024-06-19 06:12:16,rejected,11.094507192771308,13.863519307696034,5.096624434373934,2,2,0,5074e45d,0.0698985319379939,2,0,0,0,3289,3334,6,2,device_68,198.77.34.187,v1.7,5072,2,14.54,0,0.525,11,0.132,0,normal,['overdue'],,,overdue,1
1945,160,14,89,11,2024-11-01 18:54:29,2024-11-03 17:11:19,pending,53.54573389166377,3.382953438144913,4.24409123897938,3,3,0,1450303f,0.1365647565268924,2,0,0,0,406,6281,17,6,device_123,209.246.34.133,v2.2,3348,7,18.77,0,0.517,17,0.296,0,normal,['overdue'],,,overdue,1
16433,34,28,37,27,2024-11-05 13:04:05,2024-11-05 10:36:25,completed,118.84719555360893,153.9595500070978,6.205617895159159,2,2,0,627cd4b5,0.0452377041858311,2,0,0,0,2390,5938,10,1,device_97,94.175.54.251,v2.2,3071,8,229.81379708758908,0,0.931,11,0.224,1,gps_mismatch;impossible_travel,"['gps_mismatch', 'impossible_travel']",,,gps_mismatch;impossible_travel,1
5047,107,39,48,26,2024-09-23 23:01:57,2024-09-23 10:00:37,completed,32.82086942661816,12.762792235523548,4.460546398079035,2,1,1,8187ddf0,0.0472978944982584,2,0,0,0,2782,4087,10,0,device_50,13.165.74.41,v1.5,1239,4,16.21,0,0.659,3,0.41,0,normal,['parts_mismatch'],,,parts_mismatch,1
19246,153,44,209,10,2025-03-23 03:25:20,2025-03-22 01:15:14,completed,22.6993456361008,14.32037221910764,0.8542506078619834,5,4,1,1b6336ac,0.1171185467412054,2,0,0,0,2350,5028,1,5,device_158,150.197.209.109,v2.3,6047,7,15.62,0,0.755,12,0.463,0,normal,['parts_mismatch'],,,parts_mismatch,1
6671,173,27,152,12,2025-03-30 00:42:24,2025-03-28 04:21:34,completed,10.30645085843704,7.6474888545219475,21.735903605880974,3,2,1,5e9d3c50,0.0451146271464815,1,0,0,0,1534,5459,4,4,device_171,122.39.212.73,v1.8,6574,1,27.08,0,0.425,19,0.079,0,normal,['parts_mismatch'],,,parts_mismatch,1
13023,144,11,87,29,2025-07-23 23:24:22,2025-07-24 19:16:22,pending,13.4075407307286,17.31295427069097,6.623344241801501,3,3,0,b665747c,0.1077861333836333,1,1,1205,0,2012,2969,19,3,device_175,238.252.227.118,v3.9,6704,5,18.85,0,0.692,14,0.395,0,normal,['overdue'],,,overdue,1
4875,83,31,175,21,2024-12-19 04:53:26,2024-12-17 17:53:36,completed,10.509935137408371,7.918911508574491,12.838764391502924,5,4,1,be384b33,0.0732784736236112,1,0,0,0,3153,5249,17,1,device_176,19.192.104.89,v1.7,2126,2,17.24,0,0.684,18,0.142,0,normal,['parts_mismatch'],,,parts_mismatch,1
18137,182,27,295,1,2025-03-28 21:53:52,2025-03-30 21:16:34,completed,9.951596032834711,12.50478874700137,12.780567568311566,1,0,1,f991bab0,0.2318144877216003,1,0,0,0,2907,6669,21,6,device_99,46.118.0.247,v2.2,20,9,12.56,0,0.937,10,0.314,0,normal,['parts_mismatch'],,,parts_mismatch,1
17183,161,1,112,24,2024-11-07 19:16:58,2024-11-09 17:43:45,completed,1.107523224436605,1.716238060924958,4.445873692103991,1,0,1,cdc5d51f,0.0633559052218857,2,0,0,0,3439,6773,17,5,device_88,23.38.51.10,v2.5,2070,10,10.53,0,0.519,3,0.573,0,normal,['parts_mismatch'],,,parts_mismatch,1
